,Record Date,Debt Held by the Public,Intragovernmental Holdings,Total Public Debt Outstanding,Source Line Number,Fiscal Year,Fiscal Quarter Number,Calendar Year,Calendar Quarter Number,Calendar Month Number,Calendar Day Number
3193,2009-01-14,6288674179920.54,4317294625012.89,10605968804933.43,1,2009,2,2009,1,1,14
3194,2009-01-13,6289189388739.05,4324715499309.08,10613904888048.13,1,2009,2,2009,1,1,13
3195,2009-01-12,6289228157982.89,4320562523025.55,10609790681008.44,1,2009,2,2009,1,1,12
3196,2009-01-09,6290327140825.48,4319431426781.69,10609758567607.17,1,2009,2,2009,1,1,9
3197,2009-01-08,6290895264113.46,4317430059059.11,10608325323172.57,1,2009,2,2009,1,1,8
3198,2009-01-07,6318494695577.72,4317277400645.02,10635772096222.74,1,2009,2,2009,1,1,7
3199,2009-01-06,6318809124655.56,4319616621638.24,10638425746293.8,1,2009,2,2009,1,1,6
3200,2009-01-05,6319153451562.27,4316358609344.89,10635512060907.16,1,2009,2,2009,1,1,5
3201,2009-01-02,6320066198644.34,4307895097286.33,10627961295930.67,1,2009,2,2009,1,1,2
3202,2008-12-31,6369318869476.54,4330485995135.59,10699804864612.13,1,2009,1,2008,4,12,31
3203,2008-12-30,6322765588713.41,4230249075978.19,10553014664691.6,1,2009,1,2008,4,12,30
3204,2008-12-29,6322709858350.73,4231404046881.3,10554113905232.03,1,2009,1,2008,4,12,29
3205,2008-12-26,6323447047871.14,4229328831356.0,10552775879227.14,1,2009,1,2008,4,12,26
3206,2008-12-24,6359775642515.06,4226813433414.28,10586589075929.34,1,2009,1,2008,4,12,24
3207,2008-12-23,6359897239853.44,4241874102353.67,10601771342207.11,1,2009,1,2008,4,12,23
3208,2008-12-22,6359822299238.44,4207607129899.66,10567429429138.1,1,2009,1,2008,4,12,22
3209,2008-12-19,6360410841483.38,4237784239601.18,10598195081084.56,1,2009,1,2008,4,12,19
3210,2008-12-18,6360780102719.1,4237688052351.27,10598468155070.37,1,2009,1,2008,4,12,18
3211,2008-12-17,6418658027770.2,4236894039663.57,10655552067433.77,1,2009,1,2008,4,12,17
3212,2008-12-16,6418858135322.0,4211698367577.88,10630556502899.88,1,2009,1,2008,4,12,16
3213,2008-12-15,6418685498877.51,4236916013183.68,10655601512061.19,1,2009,1,2008,4,12,15
3214,2008-12-12,6390698622849.38,4206370115077.72,10597068737927.1,1,2009,1,2008,4,12,12
3215,2008-12-11,6390881581542.01,4207003477916.77,10597885059458.78,1,2009,1,2008,4,12,11
3216,2008-12-10,6410822416494.81,4237618460756.82,10648440877251.63,1,2009,1,2008,4,12,10
3217,2008-12-09,6410734685101.64,4245384542301.41,10656119227403.05,1,2009,1,2008,4,12,9
3218,2008-12-08,6410703126587.23,4243227236700.68,10653930363287.91,1,2009,1,2008,4,12,8
3219,2008-12-05,6411463069240.95,4241808263858.96,10653271333099.91,1,2009,1,2008,4,12,5
3220,2008-12-04,6411650143809.01,4242232880343.86,10653883024152.87,1,2009,1,2008,4,12,4
3221,2008-12-03,6434552796939.87,4241380088450.35,10675932885390.22,1,2009,1,2008,4,12,3
3222,2008-12-02,6435078596060.3,4250088015214.9,10685166611275.2,1,2009,1,2008,4,12,2
3223,2008-12-01,6434879220132.56,4246256700330.51,10681135920463.07,1,2009,1,2008,4,12,1
3224,2008-11-28,6396590860569.49,4264584043238.19,10661174903807.68,1,2009,1,2008,4,11,28
3225,2008-11-26,6395807621162.6,4252109934201.79,10647917555364.39,1,2009,1,2008,4,11,26
3226,2008-11-25,6395157193349.84,4263199084504.05,10658356277853.89,1,2009,1,2008,4,11,25
3227,2008-11-24,6393688876791.61,4260570553938.56,10654259430730.17,1,2009,1,2008,4,11,24
3228,2008-11-21,6393775797295.81,4261692851682.26,10655468648978.07,1,2009,1,2008,4,11,21
3229,2008-11-20,6393926893617.82,4261530336304.52,10655457229922.34,1,2009,1,2008,4,11,20
3230,2008-11-19,6394116589427.96,4258206933800.02,10652323523227.98,1,2009,1,2008,4,11,19
3231,2008-11-18,6394550218145.18,4265867636327.11,10660417854472.29,1,2009,1,2008,4,11,18
3232,2008-11-17,6359522811655.01,4258943282402.05,10618466094057.06,1,2009,1,2008,4,11,17
3233,2008-11-14,6360691569969.19,4257115014666.08,10617806584635.27,1,2009,1,2008,4,11,14
3234,2008-11-13,6320976663656.7,4257662488034.43,10578639151691.13,1,2009,1,2008,4,11,13
3235,2008-11-12,6358806971888.52,4259701660695.98,10618508632584.5,1,2009,1,2008,4,11,12
3236,2008-11-10,6358690409750.62,4263532788931.92,10622223198682.54,1,2009,1,2008,4,11,10
3237,2008-11-07,6358869286267.95,4263297655363.73,10622166941631.68,1,2009,1,2008,4,11,7
3238,2008-11-06,6358998910837.97,4265731316960.28,10624730227798.25,1,2009,1,2008,4,11,6
3239,2008-11-05,6302458417616.34,4264412219647.01,10566870637263.35,1,2009,1,2008,4,11,5
3240,2008-11-04,6302535948012.36,4263610248478.22,10566146196490.58,1,2009,1,2008,4,11,4
3241,2008-11-03,6302176307108.2,4254001440937.01,10556177748045.21,1,2009,1,2008,4,11,3
3242,2008-10-31,6302793747598.97,4271300715369.26,10574094462968.23,1,2009,1,2008,4,10,31
3243,2008-10-30,6257578457250.88,4273314576527.33,10530893033778.21,1,2009,1,2008,4,10,30
3244,2008-10-29,6249239190920.28,4276583953197.36,10525823144117.64,1,2009,1,2008,4,10,29
3245,2008-10-28,6249172415201.81,4277547741666.58,10526720156868.39,1,2009,1,2008,4,10,28
3246,2008-10-27,6249200819818.43,4275546378891.82,10524747198710.25,1,2009,1,2008,4,10,27
3247,2008-10-24,6249314985998.51,4274640369858.15,10523955355856.66,1,2009,1,2008,4,10,24
3248,2008-10-23,6250228142316.1,4273884843486.77,10524112985802.87,1,2009,1,2008,4,10,23
3249,2008-10-22,6225624748437.89,4270044643001.81,10495669391439.7,1,2009,1,2008,4,10,22
3250,2008-10-21,6189702466098.06,4277688667633.08,10467391133731.14,1,2009,1,2008,4,10,21
3251,2008-10-20,6189647424005.11,4275242220547.07,10464889644552.18,1,2009,1,2008,4,10,20
3252,2008-10-17,6059726289765.44,4274480209236.71,10334206499002.15,1,2009,1,2008,4,10,17
3253,2008-10-16,6060010376937.96,4271128623907.96,10331139000845.92,1,2009,1,2008,4,10,16
3254,2008-10-15,6055696053989.64,4270359326274.47,10326055380264.11,1,2009,1,2008,4,10,15
3255,2008-10-14,6024523653568.44,4269881235833.03,10294404889401.47,1,2009,1,2008,4,10,14
3256,2008-10-10,6024947413171.24,4269434019134.87,10294381432306.11,1,2009,1,2008,4,10,10
3257,2008-10-09,5994929606697.25,4271453039846.37,10266382646543.62,1,2009,1,2008,4,10,9
3258,2008-10-08,5974095384099.93,4271152356207.65,10245247740307.58,1,2009,1,2008,4,10,8
3259,2008-10-07,5943992236199.9,4280259956742.52,10224252192942.42,1,2009,1,2008,4,10,7
3260,2008-10-06,5913434272451.45,4274320074957.42,10187754347408.87,1,2009,1,2008,4,10,6
3261,2008-10-03,5913838136448.68,4272430870750.43,10186269007199.11,1,2009,1,2008,4,10,3
3262,2008-10-02,5869084491601.97,4279664792482.18,10148749284084.15,1,2009,1,2008,4,10,2
3263,2008-10-01,5850791254967.39,4273433812160.3,10124225067127.69,1,2009,1,2008,4,10,1
3264,2008-09-30,5808691665403.71,4216033231508.78,10024724896912.49,1,2008,4,2008,3,9,30
3265,2008-09-29,5774962168083.97,4170616063897.62,9945578231981.59,1,2008,4,2008,3,9,29
3266,2008-09-26,5714473881064.87,4174725650384.21,9889199531449.08,1,2008,4,2008,3,9,26
3267,2008-09-25,5674500268592.36,4174749697791.56,9849249966383.92,1,2008,4,2008,3,9,25
3268,2008-09-24,5614420276276.55,4173660385551.68,9788080661828.23,1,2008,4,2008,3,9,24
3269,2008-09-23,5613893232637.39,4177676012038.56,9791569244675.95,1,2008,4,2008,3,9,23
3270,2008-09-22,5613059030493.4,4172807135417.0,9785866165910.4,1,2008,4,2008,3,9,22
3271,2008-09-19,5552620101517.17,4174389518377.17,9727009619894.34,1,2008,4,2008,3,9,19
3272,2008-09-18,5492459419394.83,4172172383864.24,9664631803259.07,1,2008,4,2008,3,9,18
3273,2008-09-17,5476381035381.95,4170766425173.05,9647147460555.0,1,2008,4,2008,3,9,17
3274,2008-09-16,5475941633094.8,4163850032833.14,9639791665927.94,1,2008,4,2008,3,9,16
3275,2008-09-15,5475450615883.44,4158639848932.11,9634090464815.55,1,2008,4,2008,3,9,15
3276,2008-09-12,5526803202443.31,4156515949702.04,9683319152145.35,1,2008,4,2008,3,9,12
3277,2008-09-11,5526828606295.84,4155288389998.0,9682116996293.84,1,2008,4,2008,3,9,11
3278,2008-09-10,5530928205885.99,4153864405618.78,9684792611504.77,1,2008,4,2008,3,9,10
3279,2008-09-09,5530693169327.12,4162069776598.19,9692762945925.31,1,2008,4,2008,3,9,9
3280,2008-09-08,5510454671651.99,4158390117328.67,9668844788980.66,1,2008,4,2008,3,9,8
3281,2008-09-05,5510653897970.67,4159144996498.11,9669798894468.78,1,2008,4,2008,3,9,5
3282,2008-09-04,5510537696176.73,4157656426875.57,9668194123052.3,1,2008,4,2008,3,9,4
3283,2008-09-03,5509953344882.61,4157722917002.77,9667676261885.38,1,2008,4,2008,3,9,3
3284,2008-09-02,5509898020864.12,4157903641565.11,9667801662429.23,1,2008,4,2008,3,9,2
3285,2008-08-29,5479100086662.1,4166625468977.92,9645725555640.02,1,2008,4,2008,3,8,29
3286,2008-08-28,5479937428314.75,4170390149646.84,9650327577961.59,1,2008,4,2008,3,8,28
3287,2008-08-27,5455420775392.02,4173374932973.18,9628795708365.2,1,2008,4,2008,3,8,27
3288,2008-08-26,5455467754988.88,4180176715066.48,9635644470055.36,1,2008,4,2008,3,8,26
3289,2008-08-25,5444170797982.36,4177366087621.52,9621536885603.88,1,2008,4,2008,3,8,25
3290,2008-08-22,5443727770323.81,4175006887400.28,9618734657724.09,1,2008,4,2008,3,8,22
3291,2008-08-21,5443448117025.36,4175197082368.73,9618645199394.09,1,2008,4,2008,3,8,21
3292,2008-08-20,5436199628659.12,4172134758602.47,9608334387261.59,1,2008,4,2008,3,8,20
3293,2008-08-19,5435743895351.09,4178986591255.59,9614730486606.68,1,2008,4,2008,3,8,19
3294,2008-08-18,5435105378906.55,4173005989390.15,9608111368296.7,1,2008,4,2008,3,8,18
3295,2008-08-15,5434625511352.63,4172350446445.83,9606975957798.46,1,2008,4,2008,3,8,15
3296,2008-08-14,5423722063229.44,4169618315720.95,9593340378950.39,1,2008,4,2008,3,8,14
3297,2008-08-13,5429866050619.62,4169010831100.14,9598876881719.76,1,2008,4,2008,3,8,13
3298,2008-08-12,5403830291255.5,4175551284678.2,9579381575933.7,1,2008,4,2008,3,8,12
3299,2008-08-11,5403503090045.93,4171678177990.13,9575181268036.06,1,2008,4,2008,3,8,11
3300,2008-08-08,5403109479051.22,4170345073838.75,9573454552889.97,1,2008,4,2008,3,8,8
3301,2008-08-07,5402861023681.0,4168571967229.15,9571432990910.15,1,2008,4,2008,3,8,7
3302,2008-08-06,5401767757113.29,4167402625680.28,9569170382793.57,1,2008,4,2008,3,8,6
3303,2008-08-05,5401230917425.06,4168455844232.84,9569686761657.9,1,2008,4,2008,3,8,5
3304,2008-08-04,5401068589940.5,4163973771905.03,9565042361845.53,1,2008,4,2008,3,8,4
3305,2008-08-01,5400553022675.36,4156018323918.25,9556571346593.61,1,2008,4,2008,3,8,1
3306,2008-07-31,5403381951775.03,4182097687425.3,9585479639200.33,1,2008,4,2008,3,7,31
3307,2008-07-30,5351840120417.25,4180695520497.49,9532535640914.74,1,2008,4,2008,3,7,30
3308,2008-07-29,5351639048098.45,4185952081623.53,9537591129721.98,1,2008,4,2008,3,7,29
3309,2008-07-28,5350905625716.51,4186589848572.26,9537495474288.77,1,2008,4,2008,3,7,28
3310,2008-07-25,5351159928800.76,4189529607762.03,9540689536562.79,1,2008,4,2008,3,7,25
3311,2008-07-24,5350871337967.07,4189289773049.95,9540161111017.02,1,2008,4,2008,3,7,24
3312,2008-07-23,5340252497665.26,4186345369536.42,9526597867201.68,1,2008,4,2008,3,7,23
3313,2008-07-22,5339931098553.27,4192874820600.68,9532805919153.95,1,2008,4,2008,3,7,22
3314,2008-07-21,5331046860034.93,4189306459117.6,9520353319152.53,1,2008,4,2008,3,7,21
3315,2008-07-18,5330674171794.96,4187577475560.44,9518251647355.4,1,2008,4,2008,3,7,18
3316,2008-07-17,5330583521606.7,4187367761142.63,9517951282749.33,1,2008,4,2008,3,7,17
3317,2008-07-16,5321071412267.0,4183647713872.46,9504719126139.46,1,2008,4,2008,3,7,16
3318,2008-07-15,5320753538796.08,4188985836947.44,9509739375743.52,1,2008,4,2008,3,7,15
3319,2008-07-14,5313265227659.2,4185246176484.43,9498511404143.63,1,2008,4,2008,3,7,14
3320,2008-07-11,5313138928078.85,4188301729792.27,9501440657871.12,1,2008,4,2008,3,7,11
3321,2008-07-10,5312998074837.08,4189659318079.0,9502657392916.08,1,2008,4,2008,3,7,10
3322,2008-07-09,5302275417956.0,4190900172966.86,9493175590922.86,1,2008,4,2008,3,7,9
3323,2008-07-08,5301802247136.86,4197985910465.75,9499788157602.61,1,2008,4,2008,3,7,8
3324,2008-07-07,5301339492699.3,4192233028119.28,9493572520818.58,1,2008,4,2008,3,7,7
3325,2008-07-03,5301053078638.29,4191192692160.41,9492245770798.7,1,2008,4,2008,3,7,3
3326,2008-07-02,5277617694301.7,4195444777895.45,9473062472197.15,1,2008,4,2008,3,7,2
3327,2008-07-01,5276940964577.15,4190576326390.95,9467517290968.1,1,2008,4,2008,3,7,1
3328,2008-06-30,5285063693378.25,4206942429625.55,9492006123003.8,1,2008,3,2008,2,6,30
3329,2008-06-27,5254179362828.83,4109626147698.29,9363805510527.12,1,2008,3,2008,2,6,27
3330,2008-06-26,5253962412535.51,4114894710204.88,9368857122740.39,1,2008,3,2008,2,6,26
3331,2008-06-25,5257711491717.45,4113212614416.02,9370924106133.47,1,2008,3,2008,2,6,25
3332,2008-06-24,5257076276962.68,4122197842502.46,9379274119465.14,1,2008,3,2008,2,6,24
3333,2008-06-23,5256906014421.79,4116382960821.33,9373288975243.12,1,2008,3,2008,2,6,23
3334,2008-06-20,5256760958260.55,4113993016645.67,9370753974906.22,1,2008,3,2008,2,6,20
3335,2008-06-19,5256871649433.82,4113416664566.96,9370288314000.78,1,2008,3,2008,2,6,19
3336,2008-06-18,5284022012707.28,4108072997189.25,9392095009896.53,1,2008,3,2008,2,6,18
3337,2008-06-17,5283986179329.61,4112642469676.05,9396628649005.66,1,2008,3,2008,2,6,17
3338,2008-06-16,5283460867422.74,4103329552102.86,9386790419525.6,1,2008,3,2008,2,6,16
3339,2008-06-13,5315085616730.02,4100449526991.74,9415535143721.76,1,2008,3,2008,2,6,13
3340,2008-06-12,5314964457813.51,4100477920663.3,9415442378476.81,1,2008,3,2008,2,6,12
3341,2008-06-11,5330353382738.76,4097968094038.74,9428321476777.5,1,2008,3,2008,2,6,11
3342,2008-06-10,5308044204929.07,4103522905862.04,9411567110791.11,1,2008,3,2008,2,6,10
3343,2008-06-09,5307821153547.15,4099396300824.69,9407217454371.84,1,2008,3,2008,2,6,9
3344,2008-06-06,5307139570626.21,4098599389604.31,9405738960230.52,1,2008,3,2008,2,6,6
3345,2008-06-05,5307426828369.59,4100067474477.98,9407494302847.57,1,2008,3,2008,2,6,5
3346,2008-06-04,5299614464265.59,4096191699395.02,9395806163660.61,1,2008,3,2008,2,6,4
3347,2008-06-03,5299624937140.91,4095750382590.14,9395375319731.05,1,2008,3,2008,2,6,3
3348,2008-06-02,5299425239865.48,4096913314130.09,9396338553995.57,1,2008,3,2008,2,6,2
3349,2008-05-30,5278567329795.98,4110099549786.81,9388666879582.79,1,2008,3,2008,2,5,30
3350,2008-05-29,5259298808222.23,4131930017434.2,9391228825656.43,1,2008,3,2008,2,5,29
3351,2008-05-28,5253221844128.86,4137431520006.65,9390653364135.51,1,2008,3,2008,2,5,28
3352,2008-05-27,5252835773380.98,4140439966096.58,9393275739477.56,1,2008,3,2008,2,5,27
3353,2008-05-23,5252299921216.01,4141613658649.39,9393913579865.4,1,2008,3,2008,2,5,23
3354,2008-05-22,5252254081800.77,4140370676538.45,9392624758339.22,1,2008,3,2008,2,5,22
3355,2008-05-21,5237483111416.4,4135932846548.72,9373415957965.12,1,2008,3,2008,2,5,21
3356,2008-05-20,5237063773929.53,4142065343887.85,9379129117817.38,1,2008,3,2008,2,5,20
3357,2008-05-19,5218614101500.59,4138247167539.55,9356861269040.14,1,2008,3,2008,2,5,19
3358,2008-05-16,5218570776014.84,4134084475851.15,9352655251865.99,1,2008,3,2008,2,5,16
3359,2008-05-15,5218557032584.41,4133730100090.84,9352287132675.25,1,2008,3,2008,2,5,15
3360,2008-05-14,5228441876253.45,4136112797299.56,9364554673553.01,1,2008,3,2008,2,5,14
3361,2008-05-13,5228246112030.77,4142493919287.64,9370740031318.41,1,2008,3,2008,2,5,13
3362,2008-05-12,5228145862890.05,4138343109159.26,9366488972049.31,1,2008,3,2008,2,5,12
3363,2008-05-09,5227816871972.24,4137417183432.2,9365234055404.44,1,2008,3,2008,2,5,9
3364,2008-05-08,5227965998741.94,4136827077212.01,9364793075953.95,1,2008,3,2008,2,5,8
3365,2008-05-07,5227620665138.03,4132099927503.77,9359720592641.8,1,2008,3,2008,2,5,7
3366,2008-05-06,5227064331168.07,4130936711751.37,9358001042919.44,1,2008,3,2008,2,5,6
3367,2008-05-05,5227180433410.72,4125201896483.14,9352382329893.86,1,2008,3,2008,2,5,5
3368,2008-05-02,5227386449409.91,4120089006806.98,9347475456216.89,1,2008,3,2008,2,5,2
3369,2008-05-01,5227864606882.37,4118554496321.55,9346419103203.92,1,2008,3,2008,2,5,1
3370,2008-04-30,5244194578964.17,4133362638169.27,9377557217133.44,1,2008,3,2008,2,4,30
3371,2008-04-29,5207495999107.06,4130552832943.43,9338048832050.49,1,2008,3,2008,2,4,29
3372,2008-04-28,5207326406692.66,4130189411445.87,9337515818138.53,1,2008,3,2008,2,4,28
3373,2008-04-25,5207256975707.42,4127708847182.95,9334965822890.37,1,2008,3,2008,2,4,25
3374,2008-04-24,5207367063908.35,4125835077338.75,9333202141247.1,1,2008,3,2008,2,4,24
3375,2008-04-23,5220416691956.81,4121110558113.43,9341527250070.24,1,2008,3,2008,2,4,23
3376,2008-04-22,5220026951233.58,4121456648906.9,9341483600140.48,1,2008,3,2008,2,4,22
3377,2008-04-21,5239728568678.29,4115192004274.19,9354920572952.48,1,2008,3,2008,2,4,21
3378,2008-04-18,5259641728215.03,4112843995048.8,9372485723263.83,1,2008,3,2008,2,4,18
3379,2008-04-17,5259571359270.27,4108756254325.46,9368327613595.73,1,2008,3,2008,2,4,17
3380,2008-04-16,5294375011987.5,4106342738394.19,9400717750381.69,1,2008,3,2008,2,4,16
3381,2008-04-15,5299898420336.01,4109168704239.76,9409067124575.77,1,2008,3,2008,2,4,15
3382,2008-04-14,5349210909674.63,4095188999068.57,9444399908743.2,1,2008,3,2008,2,4,14
3383,2008-04-11,5349313159752.49,4093444403293.05,9442757563045.54,1,2008,3,2008,2,4,11
3384,2008-04-10,5349601084902.75,4093106399062.99,9442707483965.74,1,2008,3,2008,2,4,10
3385,2008-04-09,5346424849307.19,4090930623453.29,9437355472760.48,1,2008,3,2008,2,4,9
3386,2008-04-08,5347013293843.82,4099141113558.6,9446154407402.42,1,2008,3,2008,2,4,8
3387,2008-04-07,5346812281285.95,4094386019010.99,9441198300296.94,1,2008,3,2008,2,4,7
3388,2008-04-04,5346703634865.43,4091806054971.59,9438509689837.02,1,2008,3,2008,2,4,4
3389,2008-04-03,5346608237910.32,4090816937310.99,9437425175221.31,1,2008,3,2008,2,4,3
3390,2008-04-02,5358160096109.21,4096555124702.98,9454715220812.19,1,2008,3,2008,2,4,2
3391,2008-04-01,5357331152096.19,4089214440840.86,9446545592937.05,1,2008,3,2008,2,4,1
3392,2008-03-31,5334115575742.88,4103478562348.51,9437594138091.39,1,2008,2,2008,1,3,31
3393,2008-03-28,5308272236203.28,4099660950452.59,9407933186655.87,1,2008,2,2008,1,3,28
3394,2008-03-27,5308260120761.59,4104102287582.24,9412362408343.83,1,2008,2,2008,1,3,27
3395,2008-03-26,5291428953606.86,4102700647753.84,9394129601360.7,1,2008,2,2008,1,3,26
3396,2008-03-25,5291290158902.71,4109305343466.23,9400595502368.94,1,2008,2,2008,1,3,25
3397,2008-03-24,5290715216972.06,4105000589371.93,9395715806343.99,1,2008,2,2008,1,3,24
3398,2008-03-21,5289659955959.07,4102898405570.03,9392558361529.1,1,2008,2,2008,1,3,21
3399,2008-03-20,5289594553278.82,4102610355674.93,9392204908953.75,1,2008,2,2008,1,3,20
3400,2008-03-19,5283167997094.26,4099964501590.54,9383132498684.8,1,2008,2,2008,1,3,19
3401,2008-03-18,5282898305594.39,4106389213004.96,9389287518599.35,1,2008,2,2008,1,3,18
3402,2008-03-17,5282750137551.24,4096499161702.57,9379249299253.81,1,2008,2,2008,1,3,17
3403,2008-03-14,5313245061227.51,4095006947061.03,9408252008288.54,1,2008,2,2008,1,3,14
3404,2008-03-13,5313220161850.83,4094846099018.72,9408066260869.55,1,2008,2,2008,1,3,13
3405,2008-03-12,5304202682778.23,4092847371944.67,9397050054722.9,1,2008,2,2008,1,3,12
3406,2008-03-11,5303809530883.13,4098869036477.45,9402678567360.58,1,2008,2,2008,1,3,11
3407,2008-03-10,5303001225810.13,4093744118028.74,9396745343838.87,1,2008,2,2008,1,3,10
3408,2008-03-07,5303092483697.43,4090911167346.92,9394003651044.35,1,2008,2,2008,1,3,7
3409,2008-03-06,5302410103585.32,4092612323694.6,9395022427279.92,1,2008,2,2008,1,3,6
3410,2008-03-05,5288773781817.85,4091652694295.38,9380426476113.23,1,2008,2,2008,1,3,5
3411,2008-03-04,5288507327351.57,4091036639126.5,9379543966478.07,1,2008,2,2008,1,3,4
3412,2008-03-03,5288162112740.96,4080311700332.53,9368473813073.49,1,2008,2,2008,1,3,3
3413,2008-02-29,5259804376714.62,4098247047033.02,9358051423747.64,1,2008,2,2008,1,2,29
3414,2008-02-28,5239145433213.19,4104096528501.86,9343241961715.05,1,2008,2,2008,1,2,28
3415,2008-02-27,5223170296969.29,4107015161871.42,9330185458840.71,1,2008,2,2008,1,2,27
3416,2008-02-26,5212962900689.86,4113719617712.14,9326682518402.0,1,2008,2,2008,1,2,26
3417,2008-02-25,5212482219742.07,4108349953785.11,9320832173527.18,1,2008,2,2008,1,2,25
3418,2008-02-22,5212686107111.04,4107052732356.96,9319738839468.0,1,2008,2,2008,1,2,22
3419,2008-02-21,5212638061129.39,4102888986817.09,9315527047946.48,1,2008,2,2008,1,2,21
3420,2008-02-20,5190800126902.66,4103661065844.39,9294461192747.05,1,2008,2,2008,1,2,20
3421,2008-02-19,5190250212113.67,4101410306623.08,9291660518736.75,1,2008,2,2008,1,2,19
3422,2008-02-15,5190042432007.12,4099199989063.11,9289242421070.23,1,2008,2,2008,1,2,15
3423,2008-02-14,5195943354136.82,4095955735115.73,9291899089252.55,1,2008,2,2008,1,2,14
3424,2008-02-13,5149738436554.02,4094418903717.47,9244157340271.49,1,2008,2,2008,1,2,13
3425,2008-02-12,5149882424131.95,4101050153806.09,9250932577938.04,1,2008,2,2008,1,2,12
3426,2008-02-11,5149319162890.22,4096802823087.45,9246121985977.67,1,2008,2,2008,1,2,11
3427,2008-02-08,5149242672442.91,4095488361630.28,9244731034073.19,1,2008,2,2008,1,2,8
3428,2008-02-07,5148614528726.8,4093512047766.7,9242126576493.5,1,2008,2,2008,1,2,7
3429,2008-02-06,5130500713635.86,4092901162758.53,9223401876394.39,1,2008,2,2008,1,2,6
3430,2008-02-05,5130439965772.9,4094484223793.94,9224924189566.84,1,2008,2,2008,1,2,5
3431,2008-02-04,5130446607910.31,4089246072633.26,9219692680543.57,1,2008,2,2008,1,2,4
3432,2008-02-01,5130384489850.08,4080471521475.7,9210856011325.78,1,2008,2,2008,1,2,1
3433,2008-01-31,5132265067831.71,4105743221110.4,9238008288942.11,1,2008,2,2008,1,1,31
3434,2008-01-30,5102674915682.92,4098199919010.21,9200874834693.13,1,2008,2,2008,1,1,30
3435,2008-01-29,5102676412483.02,4105099431523.21,9207775844006.23,1,2008,2,2008,1,1,29
3436,2008-01-28,5102308190524.52,4100879490854.74,9203187681379.26,1,2008,2,2008,1,1,28
3437,2008-01-25,5102238850673.26,4100278085492.98,9202516936166.24,1,2008,2,2008,1,1,25
3438,2008-01-24,5098655889709.16,4096821750099.79,9195477639808.95,1,2008,2,2008,1,1,24
3439,2008-01-23,5097062254069.89,4095179791320.52,9192242045390.41,1,2008,2,2008,1,1,23
3440,2008-01-22,5095916208021.6,4095158754135.56,9191074962157.16,1,2008,2,2008,1,1,22
3441,2008-01-18,5096206984362.93,4092433303567.46,9188640287930.39,1,2008,2,2008,1,1,18
3442,2008-01-17,5095854801083.35,4091729665006.36,9187584466089.71,1,2008,2,2008,1,1,17
3443,2008-01-16,5104651904408.03,4085664795758.23,9190316700166.26,1,2008,2,2008,1,1,16
3444,2008-01-15,5104642802988.75,4089522977474.16,9194165780462.91,1,2008,2,2008,1,1,15
3445,2008-01-14,5116701921441.37,4083174122837.41,9199876044278.78,1,2008,2,2008,1,1,14
3446,2008-01-11,5116468581683.24,4081762150594.38,9198230732277.62,1,2008,2,2008,1,1,11
3447,2008-01-10,5116483556957.28,4081894247586.11,9198377804543.39,1,2008,2,2008,1,1,10
3448,2008-01-09,5116464836848.38,4079986681770.55,9196451518618.93,1,2008,2,2008,1,1,9
3449,2008-01-08,5116400865243.44,4084823918413.47,9201224783656.91,1,2008,2,2008,1,1,8
3450,2008-01-07,5116191448188.3,4083366539555.28,9199557987743.58,1,2008,2,2008,1,1,7
3451,2008-01-04,5116199834200.04,4081378046617.39,9197577880817.43,1,2008,2,2008,1,1,4
3452,2008-01-03,5115950723592.05,4078995517455.33,9194946241047.38,1,2008,2,2008,1,1,3
3453,2008-01-02,5130778241224.7,4079809202837.77,9210587444062.47,1,2008,2,2008,1,1,2
3454,2007-12-31,5136302727072.67,4092869932145.64,9229172659218.31,1,2008,1,2007,4,12,31
3455,2007-12-28,5120892177343.93,3999657505131.69,9120549682475.62,1,2008,1,2007,4,12,28
3456,2007-12-27,5120576115530.95,4003440386024.96,9124016501555.91,1,2008,1,2007,4,12,27
3457,2007-12-26,5138222924264.19,4001123113086.92,9139346037351.11,1,2008,1,2007,4,12,26
3458,2007-12-24,5138071974751.25,4004130836340.37,9142202811091.62,1,2008,1,2007,4,12,24
3459,2007-12-21,5137960774655.64,4002030590781.33,9139991365436.97,1,2008,1,2007,4,12,21
3460,2007-12-20,5138057260455.23,3998360802002.06,9136418062457.29,1,2008,1,2007,4,12,20
3461,2007-12-19,5150625190958.5,3994967005709.19,9145592196667.69,1,2008,1,2007,4,12,19
3462,2007-12-18,5150351264923.24,4000958569560.71,9151309834483.95,1,2008,1,2007,4,12,18
3463,2007-12-17,5149994515260.67,3992100529158.78,9142095044419.45,1,2008,1,2007,4,12,17
3464,2007-12-14,5180726381574.75,3990938868092.8,9171665249667.55,1,2008,1,2007,4,12,14
3465,2007-12-13,5180516146138.48,3991754006234.96,9172270152373.44,1,2008,1,2007,4,12,13
3466,2007-12-12,5183280639352.91,3991014481978.85,9174295121331.76,1,2008,1,2007,4,12,12
3467,2007-12-11,5174901525039.63,3996891529791.47,9171793054831.1,1,2008,1,2007,4,12,11
3468,2007-12-10,5175055130528.93,3992888127985.94,9167943258514.87,1,2008,1,2007,4,12,10
3469,2007-12-07,5175132537120.94,3990975031127.62,9166107568248.56,1,2008,1,2007,4,12,7
